ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402199","execution.odi.master.repository.id","503","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.odi.session.id","984641503","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258694","String",,"N","2018-12-20 19:26:31.",
"6402199","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258678","String",,"N","2018-12-20 19:26:31.",
"6402199","filePersistenceMode","content","String",,"N","2018-12-20 19:26:31.",
"6402199","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 19:26:31.",
"6402199","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 19:26:31.",
"6402199","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 19:26:31.",
"6402199","logLevel","1","String",,"N","2018-12-20 19:26:31.",
"6402199","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 19:26:31.",
"6402199","parentRequest","0","String",,"N","2018-12-20 19:26:31.",
"6402199","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 19:26:31.",
"6402199","requestStepPath",,"String",,"N","2018-12-20 19:26:31.",
"6402199","scenario.name","PRODUCT_GROUPS_MATCH","String",,"N","2018-12-20 19:26:31.",
"6402199","scenario.version","-1","String",,"N","2018-12-20 19:26:31.",
"6402199","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 19:26:31.",
"6402200","aflogLevel","N","String",,"N","2018-12-20 19:26:51.",
"6402200","agent.connect.id","OdiAgentURLForFA","String",,"N","2018-12-20 19:26:51.",
"6402200","agent.url","http://adcdag14.us.oracle.com:8001/oraclediagent ","String",,"N","2018-12-20 19:26:51.",
"6402200","completionText",,"String",,"N","2018-12-20 19:26:51.",
"6402200","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-20 19:26:51.",
"6402200","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.context","DEVELOPMENT","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.logLevel","2","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.odi.master.repository.id","503","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.odi.session.id","984642503","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258694","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258678","String",,"N","2018-12-20 19:26:51.",
"6402200","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-20 19:26:51.",
"6402200","filePersistenceMode","content","String",,"N","2018-12-20 19:26:51.",
"6402200","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 19:26:51.",
"6402200","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 19:26:51.",
"6402200","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 19:26:51.",
"6402200","logLevel","1","String",,"N","2018-12-20 19:26:51.",
"6402200","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 19:26:51.",
"6402200","parentRequest","0","String",,"N","2018-12-20 19:26:51.",
"6402200","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 19:26:51.",
"6402200","requestStepPath",,"String",,"N","2018-12-20 19:26:51.",
"6402200","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-20 19:26:51.",
"6402200","scenario.version","-1","String",,"N","2018-12-20 19:26:51.",
"6402200","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 19:26:51.",
"6402200","cpSqlFileFlag","F","String",,"N","2018-12-20 19:26:51.",
