ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402185","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-20 18:59:26.",
"6402185","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-20 18:59:26.",
"6402185","cpSqlFileFlag","F","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.context","DEVELOPMENT","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.logLevel","2","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.odi.master.repository.id","503","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.odi.session.id","984638503","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258656","String",,"N","2018-12-20 18:59:26.",
"6402185","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258642","String",,"N","2018-12-20 18:59:26.",
"6402185","filePersistenceMode","content","String",,"N","2018-12-20 18:59:26.",
"6402185","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 18:59:26.",
"6402185","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 18:59:26.",
"6402185","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 18:59:26.",
"6402185","logLevel","1","String",,"N","2018-12-20 18:59:26.",
"6402185","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 18:59:26.",
"6402185","parentRequest","0","String",,"N","2018-12-20 18:59:26.",
"6402185","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 18:59:26.",
"6402185","requestStepPath",,"String",,"N","2018-12-20 18:59:26.",
"6402185","scenario.name","PRODUCT_GROUPS_MATCH","String",,"N","2018-12-20 18:59:26.",
"6402185","scenario.version","-1","String",,"N","2018-12-20 18:59:26.",
"6402185","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 18:59:26.",
"6402186","aflogLevel","N","String",,"N","2018-12-20 18:59:49.",
"6402186","agent.connect.id","OdiAgentURLForFA","String",,"N","2018-12-20 18:59:49.",
"6402186","agent.url","http://adcdag14.us.oracle.com:8001/oraclediagent ","String",,"N","2018-12-20 18:59:49.",
"6402186","completionText",,"String",,"N","2018-12-20 18:59:49.",
"6402186","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-20 18:59:49.",
"6402186","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-20 18:59:49.",
"6402186","cpSqlFileFlag","F","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.context","DEVELOPMENT","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.logLevel","2","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.odi.master.repository.id","503","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.odi.session.id","984639503","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258656","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258642","String",,"N","2018-12-20 18:59:49.",
"6402186","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-20 18:59:49.",
"6402186","filePersistenceMode","content","String",,"N","2018-12-20 18:59:49.",
"6402186","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 18:59:49.",
"6402186","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 18:59:49.",
"6402186","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 18:59:49.",
"6402186","logLevel","1","String",,"N","2018-12-20 18:59:49.",
"6402186","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 18:59:49.",
"6402186","parentRequest","0","String",,"N","2018-12-20 18:59:49.",
"6402186","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 18:59:49.",
"6402186","requestStepPath",,"String",,"N","2018-12-20 18:59:49.",
"6402186","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-20 18:59:49.",
"6402186","scenario.version","-1","String",,"N","2018-12-20 18:59:49.",
"6402186","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 18:59:49.",
