ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402550","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-21 07:00:47.",
"6402550","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.context","DEVELOPMENT","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.logLevel","2","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.odi.master.repository.id","503","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.odi.session.id","984658503","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681230730","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681230717","String",,"N","2018-12-21 07:00:47.",
"6402550","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-21 07:00:47.",
"6402550","filePersistenceMode","content","String",,"N","2018-12-21 07:00:47.",
"6402550","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-21 07:00:47.",
"6402550","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-21 07:00:47.",
"6402550","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-21 07:00:47.",
"6402550","logLevel","1","String",,"N","2018-12-21 07:00:47.",
"6402550","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-21 07:00:47.",
"6402550","parentRequest","0","String",,"N","2018-12-21 07:00:47.",
"6402550","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-21 07:00:47.",
"6402550","requestStepPath",,"String",,"N","2018-12-21 07:00:47.",
"6402550","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-21 07:00:47.",
"6402550","scenario.version","-1","String",,"N","2018-12-21 07:00:47.",
"6402550","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-21 07:00:47.",
"6402550","cpSqlFileFlag","F","String",,"N","2018-12-21 07:00:47.",
