ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402518","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-21 06:26:19.",
"6402518","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-21 06:26:19.",
"6402518","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-21 06:26:19.",
"6402518","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681230669","String",,"N","2018-12-21 06:26:19.",
"6402518","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258678","String",,"N","2018-12-21 06:26:19.",
"6402518","filePersistenceMode","content","String",,"N","2018-12-21 06:26:19.",
"6402518","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-21 06:26:19.",
"6402518","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-21 06:26:19.",
"6402518","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-21 06:26:19.",
"6402518","logLevel","1","String",,"N","2018-12-21 06:26:19.",
"6402518","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-21 06:26:19.",
"6402518","parentRequest","0","String",,"N","2018-12-21 06:26:19.",
"6402518","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-21 06:26:19.",
"6402518","requestStepPath",,"String",,"N","2018-12-21 06:26:19.",
"6402518","scenario.name","PRODUCT_GROUPS_MATCH","String",,"N","2018-12-21 06:26:19.",
"6402518","scenario.version","-1","String",,"N","2018-12-21 06:26:19.",
"6402518","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-21 06:26:19.",
"6402519","agent.url","http://adcdag14.us.oracle.com:8001/oraclediagent ","String",,"N","2018-12-21 06:26:41.",
"6402518","cpSqlFileFlag","F","String",,"N","2018-12-21 06:26:19.",
"6402519","aflogLevel","N","String",,"N","2018-12-21 06:26:41.",
"6402519","agent.connect.id","OdiAgentURLForFA","String",,"N","2018-12-21 06:26:41.",
"6402519","completionText",,"String",,"N","2018-12-21 06:26:41.",
"6402519","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-21 06:26:41.",
"6402519","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.context","DEVELOPMENT","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.logLevel","2","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.odi.master.repository.id","503","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.odi.session.id","984649503","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681230669","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258678","String",,"N","2018-12-21 06:26:41.",
"6402519","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-21 06:26:41.",
"6402519","filePersistenceMode","content","String",,"N","2018-12-21 06:26:41.",
"6402519","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-21 06:26:41.",
"6402519","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-21 06:26:41.",
"6402519","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-21 06:26:41.",
"6402519","logLevel","1","String",,"N","2018-12-21 06:26:41.",
"6402519","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-21 06:26:41.",
"6402519","parentRequest","0","String",,"N","2018-12-21 06:26:41.",
"6402519","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-21 06:26:41.",
"6402519","requestStepPath",,"String",,"N","2018-12-21 06:26:41.",
"6402519","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-21 06:26:41.",
"6402519","scenario.version","-1","String",,"N","2018-12-21 06:26:41.",
"6402519","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-21 06:26:41.",
"6402519","cpSqlFileFlag","F","String",,"N","2018-12-21 06:26:41.",
