ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402056","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.context","DEVELOPMENT","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.logLevel","2","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.odi.master.repository.id","503","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.odi.session.id","984630503","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 15:05:07.",
"6402056","agent.connect.id","OdiAgentURLForFA","String",,"N","2018-12-20 15:05:07.",
"6402056","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 15:05:07.",
"6402056","cpSqlFileFlag","F","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258594","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258585","String",,"N","2018-12-20 15:05:07.",
"6402056","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-20 15:05:07.",
"6402056","filePersistenceMode","content","String",,"N","2018-12-20 15:05:07.",
"6402056","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 15:05:07.",
"6402056","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 15:05:07.",
"6402056","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 15:05:07.",
"6402056","logLevel","1","String",,"N","2018-12-20 15:05:07.",
"6402056","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 15:05:07.",
"6402056","parentRequest","0","String",,"N","2018-12-20 15:05:07.",
"6402056","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 15:05:07.",
"6402056","requestStepPath",,"String",,"N","2018-12-20 15:05:07.",
"6402056","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-20 15:05:07.",
"6402056","scenario.version","-1","String",,"N","2018-12-20 15:05:07.",
"6402056","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 15:05:07.",
