ESS_REQUEST_ID,NAME,VALUE,DATA_TYPE,LOBVALUE,LOBFLAG,PARTITION_TIME
"6402072","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258603","String",,"N","2018-12-20 15:10:40.",
"6402072","filePersistenceMode","content","String",,"N","2018-12-20 15:10:40.",
"6402072","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 15:10:40.",
"6402072","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 15:10:40.",
"6402072","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 15:10:40.",
"6402072","logLevel","1","String",,"N","2018-12-20 15:10:40.",
"6402072","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 15:10:40.",
"6402072","parentRequest","0","String",,"N","2018-12-20 15:10:40.",
"6402072","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 15:10:40.",
"6402072","requestStepPath",,"String",,"N","2018-12-20 15:10:40.",
"6402072","scenario.name","PRODUCT_GROUPS_MATCH","String",,"N","2018-12-20 15:10:40.",
"6402072","scenario.version","-1","String",,"N","2018-12-20 15:10:40.",
"6402072","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 15:10:40.",
"6402073","aflogLevel","N","String",,"N","2018-12-20 15:11:03.",
"6402073","agent.connect.id","OdiAgentURLForFA","String",,"N","2018-12-20 15:11:03.",
"6402073","agent.url","http://adcdag14.us.oracle.com:8001/oraclediagent ","String",,"N","2018-12-20 15:11:03.",
"6402073","completionText",,"String",,"N","2018-12-20 15:11:03.",
"6402073","cpAsynchJobWrapper","oracle.apps.fnd.applcp.request.exec.AsyncExecutableWrapper","String",,"N","2018-12-20 15:11:03.",
"6402073","cpJavaJobWrapper","oracle.apps.fnd.applcp.request.exec.ExecutableWrapper","String",,"N","2018-12-20 15:11:03.",
"6402073","cpSqlFileFlag","F","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.context","DEVELOPMENT","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.credmap.key","FUSION_APPS_CRM_ODI_ESS_APPID-KEY","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.logLevel","2","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.odi.master.repository.id","503","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.odi.master.repository.timestamp","1486368784167","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.odi.session.id","984633503","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.scheduler.name","CRM_ESS_ODI_SCHEDULER","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.L_LOGIN","SALES_CATALOG_ADMINISTRATOR","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.L_PRIMARY_LANGUAGE","US","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.L_USER","pawan.sarngal@oracle.com","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.N_BATCH_ID","300002681258612","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.N_IMPORT_JOB_ID","300002681258603","String",,"N","2018-12-20 15:11:03.",
"6402073","execution.variable.CRM_QSC_BULKIMPORT.V_PG_BATCH_KEY",,"String",,"N","2018-12-20 15:11:03.",
"6402073","filePersistenceMode","content","String",,"N","2018-12-20 15:11:03.",
"6402073","jobExecutesVirusScanOnLogFiles","false","Boolean",,"N","2018-12-20 15:11:03.",
"6402073","jobExecutesVirusScanOnOutputFiles","false","Boolean",,"N","2018-12-20 15:11:03.",
"6402073","jobPackageName","/oracle/apps/ess/orderCapture/salesCatalog/setup","String",,"N","2018-12-20 15:11:03.",
"6402073","logLevel","1","String",,"N","2018-12-20 15:11:03.",
"6402073","oracle.apps.fnd.applcp.invokeIncrementProcIfPresent","true","Boolean",,"N","2018-12-20 15:11:03.",
"6402073","parentRequest","0","String",,"N","2018-12-20 15:11:03.",
"6402073","repository.work.name","FUSIONAPPS_WREP","String",,"N","2018-12-20 15:11:03.",
"6402073","requestStepPath",,"String",,"N","2018-12-20 15:11:03.",
"6402073","scenario.name","PRODUCT_GROUPS_VALIDATE_AND_LOAD","String",,"N","2018-12-20 15:11:03.",
"6402073","scenario.version","-1","String",,"N","2018-12-20 15:11:03.",
"6402073","shadowClassName","oracle.odi.ess.OdiScenarioLauncherAsync","String",,"N","2018-12-20 15:11:03.",
